INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000001', 'BOK0000001', '2020-05-05', 0, NULL, 'LATE RETURNED', 'FIN0000001');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000006', 'BOK0000016', '2021-05-22', 0, NULL, 'LATE RETURNED', 'FIN0000014');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000006', 'BOK0000017', '2021-05-18', 0, NULL, 'LATE RETURNED', 'FIN0000015');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000007', 'BOK0000010', '2021-05-21', 0, NULL, 'LATE RETURNED', 'FIN0000016');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000007', 'BOK0000014', '2021-05-23', 0, NULL, 'LATE RETURNED', 'FIN0000017');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000007', 'BOK0000015', '2021-05-28', 0, NULL, 'LATE RETURNED', 'FIN0000018');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000008', 'BOK0000001', '2021-06-11', 0, NULL, 'LATE RETURNED', 'FIN0000019');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000008', 'BOK0000002', '2021-06-12', 0, NULL, 'LATE RETURNED', 'FIN0000020');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000008', 'BOK0000003', '2021-06-12', 0, NULL, 'LATE RETURNED', 'FIN0000021');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000009', 'BOK0000004', '2021-08-30', 0, NULL, 'LATE RETURNED', 'FIN0000022');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000009', 'BOK0000005', '2021-09-04', 0, NULL, 'LATE RETURNED', 'FIN0000023');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000011', 'BOK0000009', '2021-12-19', 0, NULL, 'LATE RETURNED', 'FIN0000024');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000011', 'BOK0000010', '2021-12-19', 0, NULL, 'LATE RETURNED', 'FIN0000025');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000013', 'BOK0000011', '2022-01-21', 0, NULL, 'LATE RETURNED', 'FIN0000026');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000014', 'BOK0000012', '2022-02-01', 0, NULL, 'LATE RETURNED', 'FIN0000027');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000014', 'BOK0000013', '2022-01-28', 0, NULL, 'LATE RETURNED', 'FIN0000028');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000015', 'BOK0000014', '2022-02-25', 0, NULL, 'LATE RETURNED', 'FIN0000029');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000016', 'BOK0000015', '2022-03-20', 0, NULL, 'LATE RETURNED', 'FIN0000030');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000016', 'BOK0000016', '2022-03-15', 0, NULL, 'LATE RETURNED', 'FIN0000031');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000016', 'BOK0000017', '2022-03-13', 0, NULL, 'LATE RETURNED', 'FIN0000032');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000017', 'BOK0000016', '2022-04-17', 0, NULL, 'LATE RETURNED', 'FIN0000033');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000017', 'BOK0000017', '2022-04-22', 0, NULL, 'LATE RETURNED', 'FIN0000034');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000018', 'BOK0000018', '2022-05-01', 0, NULL, 'LATE RETURNED', 'FIN0000035');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000018', 'BOK0000019', '2022-05-07', 0, NULL, 'LATE RETURNED', 'FIN0000036');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000018', 'BOK0000020', '2022-05-07', 0, NULL, 'LATE RETURNED', 'FIN0000037');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000019', 'BOK0000001', '2022-05-11', 0, NULL, 'LATE RETURNED', 'FIN0000038');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000019', 'BOK0000019', '2022-05-08', 0, NULL, 'LATE RETURNED', 'FIN0000039');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000019', 'BOK0000020', '2022-05-04', 0, NULL, 'LATE RETURNED', 'FIN0000040');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000022', 'BOK0000015', '2022-06-16', 0, NULL, 'LATE RETURNED', 'FIN0000041');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000022', 'BOK0000016', '2022-06-20', 0, NULL, 'LATE RETURNED', 'FIN0000042');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000022', 'BOK0000017', '2022-06-12', 0, NULL, 'LATE RETURNED', 'FIN0000043');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000023', 'BOK0000018', '2022-06-23', 0, NULL, 'LATE RETURNED', 'FIN0000044');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000023', 'BOK0000019', '2022-06-23', 0, NULL, 'LATE RETURNED', 'FIN0000045');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000023', 'BOK0000020', '2022-06-15', 0, NULL, 'LATE RETURNED', 'FIN0000046');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000024', 'BOK0000019', '2022-06-25', 0, NULL, 'LATE RETURNED', 'FIN0000047');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000024', 'BOK0000020', '2022-06-20', 0, NULL, 'LATE RETURNED', 'FIN0000048');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000026', 'BOK0000001', '2022-10-14', 0, NULL, 'LATE RETURNED', 'FIN0000049');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000026', 'BOK0000002', '2022-10-09', 0, NULL, 'LATE RETURNED', 'FIN0000050');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000026', 'BOK0000003', '2022-10-11', 0, NULL, 'LATE RETURNED', 'FIN0000051');
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000028', 'BOK0000002', '2022-10-02', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000028', 'BOK0000006', '2022-09-26', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000030', 'BOK0000003', '2022-12-22', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000030', 'BOK0000007', '2023-01-02', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000030', 'BOK0000008', '2023-01-02', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000032', 'BOK0000004', '2023-02-03', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000032', 'BOK0000005', '2023-02-05', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000032', 'BOK0000009', '2023-02-05', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000033', 'BOK0000003', '2023-02-27', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000033', 'BOK0000004', '2023-03-02', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000033', 'BOK0000005', '2023-03-03', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000033', 'BOK0000006', '2023-03-06', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000034', 'BOK0000005', '2023-03-20', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000034', 'BOK0000006', '2023-03-15', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000034', 'BOK0000007', '2023-03-07', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000035', 'BOK0000007', '2023-03-20', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000035', 'BOK0000008', '2023-03-27', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000035', 'BOK0000009', '2023-03-19', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000036', 'BOK0000001', '2023-03-25', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000036', 'BOK0000002', '2023-03-22', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000037', 'BOK0000011', '2023-05-07', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000037', 'BOK0000012', '2023-05-08', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000037', 'BOK0000013', '2023-05-14', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000041', 'BOK0000012', '2023-07-14', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000041', 'BOK0000013', '2023-07-05', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000042', 'BOK0000008', '2023-07-07', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000042', 'BOK0000009', '2023-07-06', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000042', 'BOK0000012', '2023-07-18', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000043', 'BOK0000010', '2023-07-21', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000043', 'BOK0000011', '2023-07-21', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000043', 'BOK0000007', '2023-07-16', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000044', 'BOK0000015', '2023-07-23', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000044', 'BOK0000016', '2023-07-22', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000044', 'BOK0000017', '2023-07-31', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000045', 'BOK0000016', '2023-08-12', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000045', 'BOK0000017', '2023-08-12', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000045', 'BOK0000018', '2023-08-12', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000045', 'BOK0000019', '2023-08-17', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000046', 'BOK0000002', '2023-08-14', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000046', 'BOK0000003', '2023-08-22', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000046', 'BOK0000010', '2023-08-15', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000046', 'BOK0000011', '2023-08-14', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000046', 'BOK0000012', '2023-08-13', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000047', 'BOK0000011', '2023-08-10', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000047', 'BOK0000012', '2023-08-09', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000047', 'BOK0000013', '2023-08-18', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000047', 'BOK0000014', '2023-08-13', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000047', 'BOK0000015', '2023-08-08', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000048', 'BOK0000001', '2023-08-26', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000048', 'BOK0000002', '2023-08-30', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000048', 'BOK0000003', '2023-08-25', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000048', 'BOK0000004', '2023-08-28', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000048', 'BOK0000020', '2023-09-02', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000051', 'BOK0000001', '2023-10-01', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000051', 'BOK0000002', '2023-10-06', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000051', 'BOK0000003', '2023-10-03', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000051', 'BOK0000004', '2023-10-07', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000051', 'BOK0000005', '2023-10-02', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000055', 'BOK0000015', '2023-11-20', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000055', 'BOK0000016', '2023-11-18', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000055', 'BOK0000017', '2023-11-19', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000055', 'BOK0000018', '2023-11-16', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000055', 'BOK0000019', '2023-11-22', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000056', 'BOK0000016', '2023-11-21', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000056', 'BOK0000017', '2023-11-24', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000056', 'BOK0000018', '2023-11-24', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000056', 'BOK0000019', '2023-11-29', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000056', 'BOK0000020', '2023-11-24', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000057', 'BOK0000004', '2024-02-16', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000057', 'BOK0000005', '2024-02-10', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000057', 'BOK0000006', '2024-02-14', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000057', 'BOK0000007', '2024-02-11', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000057', 'BOK0000008', '2024-02-07', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000063', 'BOK0000005', '2024-04-08', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000063', 'BOK0000006', '2024-04-12', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000063', 'BOK0000007', '2024-04-08', 0, NULL, 'RETURNED', NULL);
INSERT INTO LoanDetail (LoanID, BookID, ReturnDate, ExtensionCount, ExtendedDueDate, Status, FineID) VALUES ('LOA0000063', 'BOK0000008', '2024-04-07', 0, NULL, 'RETURNED', NULL);
